"","filename","variable","group_id","mean","sd","n","r","se","error_type","plot_type"
"33","CD004_Fig5b.png","time in light","LC1",21.6516516516517,3.86466769297151,8,NA,1.36636636636636,"se","mean_error"
"34","CD004_Fig5b.png","time in light","LC2",29.6396396396396,6.24292473480014,8,NA,2.2072072072072,"se","mean_error"
"35","CD006_Fig2.png","survivorship","HC",0.226480836236934,0,1,NA,0,"se","mean_error"
"36","CD006_Fig2.png","survivorship","LC",0.588850174216028,0,1,NA,0,"se","mean_error"
"37","CD006_Fig5a.png","latency to reach endpoint","HCtrial1",24.3083003952569,9.87351462197378,39,NA,1.58102766798419,"se","mean_error"
"38","CD006_Fig5a.png","latency to reach endpoint","LCtrial1",40.3162055335969,17.6133418587378,47,NA,2.5691699604743,"se","mean_error"
"39","CD006_Fig5a.png","latency to reach endpoint","LCtrial2",17.1936758893281,7.4994727118618,40,NA,1.18577075098815,"se","mean_error"
"40","CD006_Fig5a.png","latency to reach endpoint","HCtrial2",17.3913043478261,5.67644530290322,33,NA,0.988142292490124,"se","mean_error"
"41","CD006_Fig5b.png","number of prompts","HCtrial1",4.21052631578948,1.84063098900163,39,NA,0.294736842105262,"se","mean_error"
"42","CD006_Fig5b.png","number of prompts","LCtrial1",6.98947368421053,3.4639096928342,47,NA,0.505263157894735,"se","mean_error"
"43","CD006_Fig5b.png","number of prompts","HCtrial2",2.27368421052632,1.45125793175696,33,NA,0.252631578947366,"se","mean_error"
"44","CD006_Fig5b.png","number of prompts","LCtrial2",2.52631578947369,1.33148533059723,40,NA,0.210526315789476,"se","mean_error"
"45","CD010_Fig1.png","activity","HCearly",2.52857142857143,0.808122035641766,50,NA,0.114285714285714,"se","mean_error"
"46","CD010_Fig1.png","activity","HClate",2.37142857142857,0.707106781186545,50,NA,0.0999999999999996,"se","mean_error"
"47","CD010_Fig1.png","activity","LCearly",2.9,0.707106781186532,50,NA,0.0999999999999979,"se","mean_error"
"48","CD010_Fig1.png","activity","LClate",2.61428571428572,0.707106781186545,50,NA,0.0999999999999996,"se","mean_error"
"49","CD010_Fig2.png","edge preference","HCearly",0.831304347826087,0.0983800739042158,50,NA,0.0139130434782609,"se","mean_error"
"50","CD010_Fig2.png","edge preference","HClate",0.760869565217391,0.184462638570403,50,NA,0.0260869565217391,"se","mean_error"
"51","CD010_Fig2.png","edge preference","LCearly",0.821739130434783,0.0983800739042151,50,NA,0.0139130434782608,"se","mean_error"
"52","CD010_Fig2.png","edge preference","LClate",0.801739130434783,0.0860825646661884,50,NA,0.0121739130434783,"se","mean_error"
"53","CD010_Fig3.png","latency to emerge","HCearly",69.0376569037658,147.93028895116,50,NA,20.9205020920501,"se","mean_error"
"54","CD010_Fig3.png","latency to emerge","HClate",157.949790794979,221.895433426742,50,NA,31.3807531380754,"se","mean_error"
"55","CD010_Fig3.png","latency to emerge","LCearly",53.3472803347281,103.551202265813,50,NA,14.6443514644352,"se","mean_error"
"56","CD010_Fig3.png","latency to emerge","LClate",81.589958158996,110.94771671337,50,NA,15.6903765690377,"se","mean_error"
"57","CD013_Fig2d.png","Activity score","HH",108.294392523364,40.8189932725215,23,NA,8.51134846461949,"CI95","mean_error"
"58","CD013_Fig2d.png","Activity score","HL",126.61214953271,29.2135932244516,23,NA,6.09145527369826,"CI95","mean_error"
"59","CD013_Fig2d.png","Activity score","LH",104.532710280374,40.3131528088963,22,NA,8.59479305740988,"CI95","mean_error"
"60","CD013_Fig2d.png","Activity score","LL",110.257009345794,32.0930984754643,20,NA,7.1762349799733,"CI95","mean_error"
"61","CD013_Fig2e.png","Neophobia score","HH",2.59158878504673,0.243541892634372,23,NA,0.0507819950410072,"CI95","mean_error"
"62","CD013_Fig2e.png","Neophobia score","HL",2.51308411214953,0.332726247683578,23,NA,0.0693782185771505,"CI95","mean_error"
"63","CD013_Fig2e.png","Neophobia score","LH",2.67710280373832,0.288510219825112,22,NA,0.0615105855426284,"CI95","mean_error"
"64","CD013_Fig2e.png","Neophobia score","LL",2.66168224299065,0.191918861315068,20,NA,0.0429143620064847,"CI95","mean_error"
"65","CD014_Fig2a.png","inverse latency to attack","LCAA",217.320261437908,53.4178792100578,19,NA,12.2549019607844,"se","mean_error"
"66","CD014_Fig2a.png","inverse latency to attack","HCAA",162.581699346405,47.4981759926427,20,NA,10.6209150326798,"se","mean_error"
"67","CD014_Fig2a.png","inverse latency to attack","LC2AA",187.949346405229,57.2967507603551,20,NA,12.8119429590017,"se","mean_error"
"68","CD014_Fig2a.png","inverse latency to attack","LC3AA",177.699792038027,60.1615882983733,20,NA,13.4525401069519,"se","mean_error"
"69","CD014_Fig2b.png","proportion attacking","LCLH",0.370491803278689,0.143664933116109,30,NA,0.0262295081967213,"se","mean_error"
"70","CD014_Fig2b.png","proportion attacking","HCLH",0.272131147540984,0.161623049755623,30,NA,0.0295081967213114,"se","mean_error"
"71","CD014_Fig2b.png","proportion attacking","LC2LH",0.357466467958271,0.160298591877835,27,NA,0.0308494783904619,"se","mean_error"
"72","CD014_Fig2b.png","proportion attacking","LC3LH",0.326616989567809,0.163725208589904,24,NA,0.0334202682563339,"se","mean_error"
"73","CD014_Fig2b.png","proportion attacking","LC4LH",0.370320417287631,0.176319455404511,24,NA,0.0359910581222055,"se","mean_error"
"74","CD014_Fig2c.png","inverse latency to attack","LCAS",213.544303797468,43.1001040754972,14,NA,11.5189873417721,"se","mean_error"
"75","CD014_Fig2c.png","inverse latency to attack","HCAS",208.227848101266,45.1811855634805,26,NA,8.86075949367091,"se","mean_error"
"76","CD014_Fig2c.png","inverse latency to attack","LC2AS",221.804948216341,40.8436206823108,24,NA,8.33716915995393,"se","mean_error"
"77","CD014_Fig2c.png","inverse latency to attack","LC3AS",164.139528193326,51.0545258528887,24,NA,10.4214614499425,"se","mean_error"
"78","CD015_Fig4A.png","Activity","HC",0.00892857142857251,NA,NA,NA,NA,"sd","boxplot"
"79","CD015_Fig4A.png","Activity","LC",-0.0881696428571419,NA,NA,NA,NA,"sd","boxplot"
"80","CD015_Fig4B.png","Activity2","HC",0.0045289855072467,NA,NA,NA,NA,"sd","boxplot"
"81","CD015_Fig4B.png","Activity2","LC",-0.378623188405797,NA,NA,NA,NA,"sd","boxplot"
"82","CD015_Fig4C.png","Feeding rate","HC",-0.0101562499999997,NA,NA,NA,NA,"sd","boxplot"
"83","CD015_Fig4C.png","Feeding rate","LC",0.65390625,NA,NA,NA,NA,"sd","boxplot"
"84","CD015_Fig4D.png","Feeding rate2","HC",-0.0193602693602693,NA,NA,NA,NA,"sd","boxplot"
"85","CD015_Fig4D.png","Feeding rate2","LC",0.718855218855219,NA,NA,NA,NA,"sd","boxplot"
"86","CD030_Fig1.png","activity","LCAeshna",25.663082437276,15.6232937044468,19,NA,3.584229390681,"se","mean_error"
"87","CD030_Fig1.png","activity","HCAeshna",4.79461846137865,7.54032972380443,26,NA,1.4787803231001,"se","mean_error"
"88","CD030_Fig1.png","activity","LCAnax",8.0210482572334,9.67928938756427,16,NA,2.41982234689107,"se","mean_error"
"89","CD030_Fig1.png","activity","HCAnax",2.10592696483301,3.51592035713986,19,NA,0.806607448963689,"se","mean_error"
"90","CD030_Fig1.png","activity","LCDytiscus",17.834772219625,7.24451446652658,6,NA,2.9575606462002,"se","mean_error"
"91","CD030_Fig1.png","activity","HCDytiscus",24.8253701106436,20.2737857982964,7,NA,7.66277076515505,"se","mean_error"
"92","CD031_Fig3b.png","latency to emerge","HCattack1",178.814229249012,139.990157288086,10,NA,44.2687747035573,"se","mean_error"
"93","CD031_Fig3b.png","latency to emerge","LCattack1",191.462450592885,149.989454237235,10,NA,47.4308300395257,"se","mean_error"
"94","CD031_Fig3b.png","latency to emerge","HCattack2",196.205533596838,189.986642033832,10,NA,60.0790513833993,"se","mean_error"
"95","CD031_Fig3b.png","latency to emerge","LCattack2",121.106719367589,94.9933210169157,10,NA,30.0395256916996,"se","mean_error"
"96","CD045_Figure6a.png","frequency","minnow1",71.285403050109,0,NA,NA,NA,"sd","mean_error"
"97","CD045_Figure6a.png","frequency","minnow2",28.2352941176471,0,NA,NA,NA,"sd","mean_error"
"98","CD045_Figure6a.png","frequency","minnow5",0.17429193899782,0,NA,NA,NA,"sd","mean_error"
"99","CD045_Figure6a.png","frequency","stickle1",30.6753812636166,0,NA,NA,NA,"sd","mean_error"
"100","CD045_Figure6a.png","frequency","stickle2",23.0065359477124,0,NA,NA,NA,"sd","mean_error"
"101","CD045_Figure6a.png","frequency","stickle3",14.9891067538126,0,NA,NA,NA,"sd","mean_error"
"102","CD045_Figure6a.png","frequency","stickle4",23.3551198257081,0.174291938997818,NA,NA,NA,"sd","mean_error"
"103","CD045_Figure6a.png","frequency","stickle5",7.49455337690632,0.174291938997822,NA,NA,NA,"sd","mean_error"
"104","CD045_Figure6b.png","frequency","minnow1",27.8260869565217,NA,NA,NA,0.173913043478265,"se","mean_error"
"105","CD045_Figure6b.png","frequency","minnow2",42.6086956521739,NA,NA,NA,0.173913043478272,"se","mean_error"
"106","CD045_Figure6b.png","frequency","minnow5",27.6521739130435,NA,NA,NA,0.347826086956523,"se","mean_error"
"107","CD045_Figure6b.png","frequency","stickle2",23.1304347826087,NA,NA,NA,0,"se","mean_error"
"108","CD045_Figure6b.png","frequency","stickle3",7.47826086956522,NA,NA,NA,0,"se","mean_error"
"109","CD045_Figure6b.png","frequency","stickle4",46.0869565217391,NA,NA,NA,0,"se","mean_error"
"110","CD045_Figure6b.png","frequency","stickle5",22.9565217391304,NA,NA,NA,0,"se","mean_error"
"111","CD045_Figure6c.png","frequency","minnow1",14.2608695652174,NA,NA,NA,0,"se","mean_error"
"112","CD045_Figure6c.png","frequency","minnow2",14.2608695652174,NA,NA,NA,0,"se","mean_error"
"113","CD045_Figure6c.png","frequency","minnow4",56.8695652173913,NA,NA,NA,0,"se","mean_error"
"114","CD045_Figure6c.png","frequency","minnow5",14.0869565217391,NA,NA,NA,0,"se","mean_error"
"115","CD045_Figure6c.png","frequency","stickle2",15.1304347826087,NA,NA,NA,0,"se","mean_error"
"116","CD045_Figure6c.png","frequency","stickle3",15.6521739130435,NA,NA,NA,0,"se","mean_error"
"117","CD045_Figure6c.png","frequency","stickle4",30.9565217391304,NA,NA,NA,0,"se","mean_error"
"118","CD045_Figure6c.png","frequency","stickle5",38.6086956521739,NA,NA,NA,0,"se","mean_error"
"119","CD046_Fig1d.png","contact frequency","HC",-1.98653846153846,0.430013072596112,20,NA,0.0961538461538458,"se","mean_error"
"120","CD046_Fig1d.png","contact frequency","LC1",-2.28581730769231,0.408512418966307,20,NA,0.0913461538461537,"se","mean_error"
"121","CD046_Fig1d.png","contact frequency","LC2",-2.21129807692308,0.26875817037257,20,NA,0.0600961538461537,"se","mean_error"
"122","CD046_Fig1d.png","contact frequency","LC3",-2.04423076923077,0.322509804447084,20,NA,0.0721153846153844,"se","mean_error"
"123","CD046_Fig1d.png","contact frequency","LC4",-1.98653846153846,0.435388236003565,20,NA,0.0973557692307692,"se","mean_error"
"124","CD046_Fig3a.png","proportion of time moving","HC",0.919137466307278,0.0602713740565972,20,NA,0.0134770889487869,"se","mean_error"
"125","CD046_Fig3a.png","proportion of time moving","LC1",0.784366576819407,0.156705572547155,20,NA,0.0350404312668464,"se","mean_error"
"126","CD046_Fig3a.png","proportion of time moving","LC2",0.704851752021563,0.156705572547155,20,NA,0.0350404312668464,"se","mean_error"
"127","CD046_Fig3a.png","proportion of time moving","LC3",0.77088948787062,0.108488473301876,20,NA,0.0242587601078167,"se","mean_error"
"128","CD046_Fig3a.png","proportion of time moving","LC4",0.553908355795148,0.271221183254692,20,NA,0.0606469002695418,"se","mean_error"
"129","CD046_Fig3b.png","average speed","HC",0.997818181818182,0.263449463530885,20,NA,0.058909090909091,"se","mean_error"
"130","CD046_Fig3b.png","average speed","LC1",0.750181818181818,0.160996894379985,20,NA,0.036,"se","mean_error"
"131","CD046_Fig3b.png","average speed","LC2",0.921454545454545,0.375659420219965,20,NA,0.0840000000000001,"se","mean_error"
"132","CD046_Fig3b.png","average speed","LC3",1,0.273206851069065,20,NA,0.061090909090909,"se","mean_error"
"133","CD046_Fig3b.png","average speed","LC4",0.900727272727273,0.312236401221789,20,NA,0.0698181818181818,"se","mean_error"
"134","CD046_Fig3c.png","average path length","HC",570.3125,440.225883070272,20,NA,98.4375000000001,"se","mean_error"
"135","CD046_Fig3c.png","average path length","LC1",404.6875,314.447059335908,20,NA,70.3125,"se","mean_error"
"136","CD046_Fig3c.png","average path length","LC2",518.75,321.434771765595,20,NA,71.875,"se","mean_error"
"137","CD046_Fig3c.png","average path length","LC3",643.75,412.275033351523,20,NA,92.1874999999999,"se","mean_error"
"138","CD046_Fig3c.png","average path length","LC4",278.125,279.508497187474,20,NA,62.5,"se","mean_error"
"139","CD069_Fig1a.png","percentage of ricky choices","HC",58.5633802816901,0,33,NA,0,"se","mean_error"
"140","CD069_Fig1a.png","percentage of ricky choices","LC",37.6619718309859,0,32,NA,0,"se","mean_error"
"141","CD069_Fig1c.png","percentage risky choices","HC",25.1632047477745,0,32,NA,0,"se","mean_error"
"142","CD069_Fig1c.png","percentage risky choices","LC",61.4836795252226,0,28,NA,0,"se","mean_error"
"143","CD069_Fig2a.png","percentage making risky choices","HC",29.6883852691218,0,30,NA,0,"se","mean_error"
"144","CD069_Fig2a.png","percentage making risky choices","LC",55.9773371104816,0,25,NA,0,"se","mean_error"
"145","CD081_Fig1A.png","orientation index","LC",6.99543378995434,0,19,NA,0,"se","mean_error"
"146","CD081_Fig1A.png","orientation index","HC",4.00852359208524,0,16,NA,0,"se","mean_error"
"147","CD081_Fig1B.png","orientation","LC",0.817511520737328,0,10,NA,0,"se","mean_error"
"148","CD081_Fig1B.png","orientation","HC",0.15668202764977,0,8,NA,0,"se","mean_error"
"149","CD081_Fig1C.png","orientation","LC",0.623088923556942,0,11,NA,0,"se","mean_error"
"150","CD081_Fig1C.png","orientation","HC",-0.143525741029641,0,10,NA,0,"se","mean_error"
"151","CD081_Fig2A.png","proportion (larvae)","LCa",0.900630914826498,0.218669108209758,20,NA,0.0488958990536277,"se","mean_error"
"152","CD081_Fig2A.png","proportion (larvae)","LCb",0.900630914826498,0.218669108209758,20,NA,0.0488958990536277,"se","mean_error"
"153","CD081_Fig2A.png","proportion (larvae)","LCc",0.77602523659306,0.303315214613537,20,NA,0.0678233438485806,"se","mean_error"
"154","CD081_Fig2A.png","proportion (larvae)","HCa",0.00157728706624621,0,20,NA,0,"se","mean_error"
"155","CD081_Fig2A.png","proportion (larvae)","HCb",0.00157728706624621,0,20,NA,0,"se","mean_error"
"156","CD081_Fig2A.png","proportion (larvae)","HCc",0.00157728706624621,0,20,NA,0,"se","mean_error"
"157","CD081_Fig2B.png","proportion (fem)","LCa",0.652373660030628,0.474484942873803,15,NA,0.122511485451761,"se","mean_error"
"158","CD081_Fig2B.png","proportion (fem)","LCb",0.652373660030628,0.474484942873803,15,NA,0.122511485451761,"se","mean_error"
"159","CD081_Fig2B.png","proportion (fem)","LCc",0.601837672281776,0.367725830727198,15,NA,0.094946401225115,"se","mean_error"
"160","CD081_Fig2B.png","proportion (fem)","HCa",0.00153139356814713,0,13,NA,0,"se","mean_error"
"161","CD081_Fig2B.png","proportion (fem)","HCb",0.00153139356814713,0,13,NA,0,"se","mean_error"
"162","CD081_Fig2B.png","proportion (fem)","HCc",0.00153139356814713,0,13,NA,0,"se","mean_error"
"163","CD081_Fig2C.png","proportion (mal)","LCa",0.62111801242236,0.484051318346781,23,NA,0.100931677018634,"se","mean_error"
"164","CD081_Fig2C.png","proportion (mal)","LCb",0.62111801242236,0.476604374987599,23,NA,0.0993788819875776,"se","mean_error"
"165","CD081_Fig2C.png","proportion (mal)","LCc",0.590062111801242,0.439369658191694,23,NA,0.0916149068322982,"se","mean_error"
"166","CD081_Fig2C.png","proportion (mal)","HCa",8.32667268468867e-17,0,16,NA,0,"se","mean_error"
"167","CD081_Fig2C.png","proportion (mal)","HCb",-0.00155279503105582,0.00621118012422361,16,NA,0.0015527950310559,"se","mean_error"
"168","CD081_Fig2C.png","proportion (mal)","HCc",8.32667268468867e-17,0,16,NA,0,"se","mean_error"
"169","CD083_Fig5a.png","fed","HC",0.249711316397229,0.000522248287374872,12,-0.192761384998376,0.000150760094649852,"sd","scatterplot"
"170","CD083_Fig5a.png","tiptoe frequency","HC",5.61973018549747,5.18312258894929,12,-0.192761384998376,1.49623861098635,"sd","scatterplot"
"171","CD083_Fig5a.png","fed","LC",0.75128797299698,0.000584722498316225,13,0.509967704767315,0.000162172842276658,"sd","scatterplot"
"172","CD083_Fig5a.png","tiptoe frequency","LC",10.4916331560514,8.3575628716552,13,0.509967704767315,2.31797088243592,"sd","scatterplot"
"173","CD083_Fig5b.png","fed","HC",0.249116607773852,0.000890375672577694,8,-0.449274298693611,0.00031479533794161,"sd","scatterplot"
"174","CD083_Fig5b.png","tiptoe freq","HC",2.00342465753425,1.69407986112775,8,-0.449274298693611,0.598947678837498,"sd","scatterplot"
"175","CD083_Fig5b.png","fed","LC",0.751864939144091,0.000832870178076034,9,0.462950309585771,0.000277623392692011,"sd","scatterplot"
"176","CD083_Fig5b.png","tiptoe freq","LC",1.18835616438356,0.87092751174751,9,0.462950309585771,0.290309170582503,"sd","scatterplot"
"177","CD083_Fig5C.png","fe","HC",0.249530516431925,0.00148463739914008,10,0.375973065970174,0.000469483568075118,"sd","scatterplot"
"178","CD083_Fig5C.png","tiptoe","HC",3.04116638078903,3.23885165187154,10,0.375973065970174,1.02421482233128,"sd","scatterplot"
"179","CD083_Fig5C.png","fe","LC",0.752494131455399,0.000752194770494876,8,-0.785206001891186,0.000265941011494993,"sd","scatterplot"
"180","CD083_Fig5C.png","tiptoe","LC",5.22298456260721,9.13752249039095,8,-0.785206001891186,3.23060205810001,"sd","scatterplot"
"181","CD083_Fig5D.png","fed","HC",0.250585480093677,0.000885162700255792,8,-0.443342570052614,0.000312952273902133,"sd","scatterplot"
"182","CD083_Fig5D.png","tiptoe","HC",2.3156089193825,3.17616321482277,8,-0.443342570052614,1.12294327367822,"sd","scatterplot"
"183","CD083_Fig5D.png","fed","LC",0.750292740046838,0.00103794526982196,8,0.639777112044894,0.000366969069395806,"sd","scatterplot"
"184","CD083_Fig5D.png","tiptoe","LC",0.761578044596912,1.24441394458436,8,0.639777112044894,0.439966769409349,"sd","scatterplot"
"185","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","HCr1",10.6873977086743,13.7930578914775,8,NA,4.87658238418117,"CI95","mean_error"
"186","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","HCr2",13.9607201309329,14.7377878840444,8,NA,5.21059487624837,"CI95","mean_error"
"187","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","HCr3",11.2111292962357,10.7699219152632,8,NA,3.80774240956612,"CI95","mean_error"
"188","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","LCr1",50.8837970540098,13.9820038899909,8,NA,4.94338488259461,"CI95","mean_error"
"189","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","LCr2",45.7774140752864,15.493571878098,8,NA,5.47780486990213,"CI95","mean_error"
"190","CD085_Fig3bottomleft.png","duration of first feeding (Fisks)","LCr3",48.9198036006547,11.14781391229,8,NA,3.941347406393,"CI95","mean_error"
"191","CD085_Fig3bottomright.png","duration of first feeding (ange)","HCr1",20.7020280811232,13.8679288487667,8,NA,4.90305326498775,"CI95","mean_error"
"192","CD085_Fig3bottomright.png","duration of first feeding (ange)","HCr2",21.8252730109204,14.7684437090762,8,NA,5.2214333471298,"CI95","mean_error"
"193","CD085_Fig3bottomright.png","duration of first feeding (ange)","HCr3",19.204368174727,10.8061783237143,8,NA,3.82056098570473,"CI95","mean_error"
"194","CD085_Fig3bottomright.png","duration of first feeding (ange)","LCr1",43.1669266770671,13.5077229046429,8,NA,4.77570123213092,"CI95","mean_error"
"195","CD085_Fig3bottomright.png","duration of first feeding (ange)","LCr2",55.1482059282371,15.1286496532,8,NA,5.34878537998663,"CI95","mean_error"
"196","CD085_Fig3bottomright.png","duration of first feeding (ange)","LCr3",51.5288611544462,10.8061783237143,8,NA,3.82056098570473,"CI95","mean_error"
"197","CD085_Fig3midleft.png","latency to feed (Fisks)","HCr1",224.434389140271,94.0284204366635,8,NA,33.2440668575122,"CI95","mean_error"
"198","CD085_Fig3midleft.png","latency to feed (Fisks)","HCr2",174.20814479638,91.0900322980178,8,NA,32.205189768215,"CI95","mean_error"
"199","CD085_Fig3midleft.png","latency to feed (Fisks)","HCr3",123.981900452489,83.2543305949625,8,NA,29.4348508634223,"CI95","mean_error"
"200","CD085_Fig3midleft.png","latency to feed (Fisks)","LCr1",12.6696832579186,95.0078831495453,8,NA,33.5903592206113,"CI95","mean_error"
"201","CD085_Fig3midleft.png","latency to feed (Fisks)","LCr2",9.95475113122177,93.0489577237815,8,NA,32.8977744944131,"CI95","mean_error"
"202","CD085_Fig3midleft.png","latency to feed (Fisks)","LCr3",5.20361990950229,83.2543305949624,8,NA,29.4348508634223,"CI95","mean_error"
"203","CD085_Fig3midright.png","latency to feed (ange)","HCr1",215.25787965616,94.8956238128254,8,NA,33.5506695514882,"CI95","mean_error"
"204","CD085_Fig3midright.png","latency to feed (ange)","HCr2",172.063037249284,92.1045760536247,8,NA,32.563885152915,"CI95","mean_error"
"205","CD085_Fig3midright.png","latency to feed (ange)","HCr3",155.945558739255,83.7314327760224,8,NA,29.6035319571955,"CI95","mean_error"
"206","CD085_Fig3midright.png","latency to feed (ange)","LCr1",36.676217765043,94.8956238128253,8,NA,33.5506695514882,"CI95","mean_error"
"207","CD085_Fig3midright.png","latency to feed (ange)","LCr2",11.5329512893983,88.3831790413569,8,NA,31.2481726214841,"CI95","mean_error"
"208","CD085_Fig3midright.png","latency to feed (ange)","LCr3",3.79656160458454,84.6617820290893,8,NA,29.9324600900532,"CI95","mean_error"
"209","CD085_Fig3topleft.png","time in open (fisks)","HCr1",62.1586715867159,15.4691256822571,8,NA,5.46916183447549,"CI95","mean_error"
"210","CD085_Fig3topleft.png","time in open (fisks)","HCr2",41.4944649446495,13.2326255836175,8,NA,4.67843964153927,"CI95","mean_error"
"211","CD085_Fig3topleft.png","time in open (fisks)","HCr3",37.1033210332103,13.0462505753976,8,NA,4.61254612546125,"CI95","mean_error"
"212","CD085_Fig3topleft.png","time in open (fisks)","LCr1",78.0442804428044,15.4691256822571,8,NA,5.46916183447549,"CI95","mean_error"
"213","CD085_Fig3topleft.png","time in open (fisks)","LCr2",82.5645756457564,13.6053756000575,8,NA,4.81022667369531,"CI95","mean_error"
"214","CD085_Fig3topleft.png","time in open (fisks)","LCr3",86.1808118081181,12.3007505425177,8,NA,4.34897206114919,"CI95","mean_error"
"215","CD085_Fig3topright.png","time in open","HCr1",52.6851851851852,15.3393534543114,8,NA,5.42328042328043,"CI95","mean_error"
"216","CD085_Fig3topright.png","time in open","HCr2",43.2222222222222,13.0945700219731,8,NA,4.62962962962963,"CI95","mean_error"
"217","CD085_Fig3topright.png","time in open","HCr3",46.2037037037037,12.7204394499167,8,NA,4.49735449735449,"CI95","mean_error"
"218","CD085_Fig3topright.png","time in open","LCr1",78.8703703703703,15.3393534543114,8,NA,5.42328042328043,"CI95","mean_error"
"219","CD085_Fig3topright.png","time in open","LCr2",87.6851851851852,13.0945700219731,8,NA,4.62962962962963,"CI95","mean_error"
"220","CD085_Fig3topright.png","time in open","LCr3",84.9629629629629,12.7204394499167,8,NA,4.49735449735449,"CI95","mean_error"
"221","CD092_Fig3.png","length","HC",144.214291777317,13.90900926393,119,0.24415819261069,1.27503678873961,"sd","scatterplot"
"222","CD092_Fig3.png","stream residence time","HC",110.71547262973,57.8118886734954,119,0.24415819261069,5.29960714573555,"sd","scatterplot"
